
Area
 ==================== 
Area,Unit,Category,Time,ID,
1545.44,um^2,Surface,1,0,
10525.6,um^2,Surface,1,1,
10818.8,um^2,Surface,1,2,
5671.62,um^2,Surface,1,3,
9211.74,um^2,Surface,1,4,
2160.77,um^2,Surface,1,5,
4416.36,um^2,Surface,1,6,
1051.94,um^2,Surface,1,7,
8854.33,um^2,Surface,1,8,
4001.37,um^2,Surface,1,9,
10992.9,um^2,Surface,1,10,
1447.16,um^2,Surface,1,11,
2957.21,um^2,Surface,1,12,
1922.24,um^2,Surface,1,13,
1171.58,um^2,Surface,1,14,
6381.17,um^2,Surface,1,15,
30000.5,um^2,Surface,1,16,
683.435,um^2,Surface,1,17,
4245.7,um^2,Surface,1,18,
21166.5,um^2,Surface,1,19,
2426.6,um^2,Surface,1,20,
7993.82,um^2,Surface,1,21,
1171.67,um^2,Surface,1,22,
1201.39,um^2,Surface,1,23,
1146.57,um^2,Surface,1,24,
