
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
0,um,Surface,Image 1,1,0,
19.8218,um,Surface,Image 1,1,1,
8.87228,um,Surface,Image 1,1,2,
0,um,Surface,Image 1,1,3,
75.8172,um,Surface,Image 1,1,4,
10.3783,um,Surface,Image 1,1,5,
70.0113,um,Surface,Image 1,1,6,
86.9808,um,Surface,Image 1,1,7,
29.394,um,Surface,Image 1,1,8,
20.3331,um,Surface,Image 1,1,9,
22.9534,um,Surface,Image 1,1,10,
98.6314,um,Surface,Image 1,1,11,
57.0402,um,Surface,Image 1,1,12,
64.2663,um,Surface,Image 1,1,13,
118.646,um,Surface,Image 1,1,14,
72.9294,um,Surface,Image 1,1,15,
106.67,um,Surface,Image 1,1,16,
47.7091,um,Surface,Image 1,1,17,
64.1386,um,Surface,Image 1,1,18,
28.4571,um,Surface,Image 1,1,19,
40.1703,um,Surface,Image 1,1,20,
0,um,Surface,Image 1,1,21,
46.3834,um,Surface,Image 1,1,22,
0,um,Surface,Image 1,1,23,
36.8854,um,Surface,Image 1,1,24,
