
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
83,,Surface,2,Image 1,1,0,
30,,Surface,2,Image 1,1,1,
16,,Surface,2,Image 1,1,2,
16,,Surface,2,Image 1,1,3,
51,,Surface,2,Image 1,1,4,
133,,Surface,2,Image 1,1,5,
50,,Surface,2,Image 1,1,6,
125,,Surface,2,Image 1,1,7,
35,,Surface,2,Image 1,1,8,
0,,Surface,2,Image 1,1,9,
39,,Surface,2,Image 1,1,10,
119,,Surface,2,Image 1,1,11,
92,,Surface,2,Image 1,1,12,
145,,Surface,2,Image 1,1,13,
130,,Surface,2,Image 1,1,14,
62,,Surface,2,Image 1,1,15,
28,,Surface,2,Image 1,1,16,
70,,Surface,2,Image 1,1,17,
71,,Surface,2,Image 1,1,18,
32,,Surface,2,Image 1,1,19,
118,,Surface,2,Image 1,1,20,
41,,Surface,2,Image 1,1,21,
103,,Surface,2,Image 1,1,22,
134,,Surface,2,Image 1,1,23,
115,,Surface,2,Image 1,1,24,
