
Intensity Mean Ch=6 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
670.296,,Surface,6,Image 1,1,0,
111.594,,Surface,6,Image 1,1,1,
104.765,,Surface,6,Image 1,1,2,
91.9568,,Surface,6,Image 1,1,3,
48.2145,,Surface,6,Image 1,1,4,
96.9724,,Surface,6,Image 1,1,5,
106.212,,Surface,6,Image 1,1,6,
526.372,,Surface,6,Image 1,1,7,
126.918,,Surface,6,Image 1,1,8,
44.2748,,Surface,6,Image 1,1,9,
156.822,,Surface,6,Image 1,1,10,
48.5855,,Surface,6,Image 1,1,11,
9.76845,,Surface,6,Image 1,1,12,
9.27353,,Surface,6,Image 1,1,13,
75.8334,,Surface,6,Image 1,1,14,
34.0917,,Surface,6,Image 1,1,15,
327.232,,Surface,6,Image 1,1,16,
0,,Surface,6,Image 1,1,17,
178.771,,Surface,6,Image 1,1,18,
237.205,,Surface,6,Image 1,1,19,
135.354,,Surface,6,Image 1,1,20,
315.118,,Surface,6,Image 1,1,21,
79.1015,,Surface,6,Image 1,1,22,
0,,Surface,6,Image 1,1,23,
254.417,,Surface,6,Image 1,1,24,
