
Sphericity
 ==================== 
Sphericity,Unit,Category,Time,ID,
0.455444,,Surface,1,0,
0.335545,,Surface,1,1,
0.306016,,Surface,1,2,
0.391554,,Surface,1,3,
0.337357,,Surface,1,4,
0.368066,,Surface,1,5,
0.52335,,Surface,1,6,
0.47198,,Surface,1,7,
0.365135,,Surface,1,8,
0.420588,,Surface,1,9,
0.348161,,Surface,1,10,
0.455668,,Surface,1,11,
0.337034,,Surface,1,12,
0.402783,,Surface,1,13,
0.415239,,Surface,1,14,
0.315528,,Surface,1,15,
0.226234,,Surface,1,16,
0.711177,,Surface,1,17,
0.361153,,Surface,1,18,
0.271643,,Surface,1,19,
0.310181,,Surface,1,20,
0.349522,,Surface,1,21,
0.521139,,Surface,1,22,
0.420131,,Surface,1,23,
0.45021,,Surface,1,24,
