
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
647,,Surface,3,Image 1,1,0,
447,,Surface,3,Image 1,1,1,
409,,Surface,3,Image 1,1,2,
415,,Surface,3,Image 1,1,3,
534,,Surface,3,Image 1,1,4,
655,,Surface,3,Image 1,1,5,
437,,Surface,3,Image 1,1,6,
843,,Surface,3,Image 1,1,7,
366,,Surface,3,Image 1,1,8,
520,,Surface,3,Image 1,1,9,
414,,Surface,3,Image 1,1,10,
711,,Surface,3,Image 1,1,11,
724,,Surface,3,Image 1,1,12,
871,,Surface,3,Image 1,1,13,
865,,Surface,3,Image 1,1,14,
665,,Surface,3,Image 1,1,15,
479,,Surface,3,Image 1,1,16,
707,,Surface,3,Image 1,1,17,
633,,Surface,3,Image 1,1,18,
440,,Surface,3,Image 1,1,19,
1001,,Surface,3,Image 1,1,20,
338,,Surface,3,Image 1,1,21,
1024,,Surface,3,Image 1,1,22,
642,,Surface,3,Image 1,1,23,
1002,,Surface,3,Image 1,1,24,
