
Volume
 ==================== 
Volume,Unit,Category,Time,ID,
1827.23,um^3,Surface,1,0,
1022.38,um^3,Surface,1,1,
1030.61,um^3,Surface,1,2,
31505.9,um^3,Surface,1,3,
3083.14,um^3,Surface,1,4,
1662.88,um^3,Surface,1,5,
1296.63,um^3,Surface,1,6,
2815.69,um^3,Surface,1,7,
1756.81,um^3,Surface,1,8,
2587.67,um^3,Surface,1,9,
1952.88,um^3,Surface,1,10,
4507.01,um^3,Surface,1,11,
29649.2,um^3,Surface,1,12,
1237.26,um^3,Surface,1,13,
45681.2,um^3,Surface,1,14,
1359.02,um^3,Surface,1,15,
1530.38,um^3,Surface,1,16,
1649.87,um^3,Surface,1,17,
1292.08,um^3,Surface,1,18,
12268.5,um^3,Surface,1,19,
