
Intensity StdDev Ch=5 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
591.721,,Surface,5,Image 1,1,0,
872.384,,Surface,5,Image 1,1,1,
1224.26,,Surface,5,Image 1,1,2,
2964.04,,Surface,5,Image 1,1,3,
2038.93,,Surface,5,Image 1,1,4,
2992.61,,Surface,5,Image 1,1,5,
1220.22,,Surface,5,Image 1,1,6,
969.509,,Surface,5,Image 1,1,7,
3036.98,,Surface,5,Image 1,1,8,
2651.76,,Surface,5,Image 1,1,9,
844.921,,Surface,5,Image 1,1,10,
2405.53,,Surface,5,Image 1,1,11,
3048.85,,Surface,5,Image 1,1,12,
1507.75,,Surface,5,Image 1,1,13,
2979.28,,Surface,5,Image 1,1,14,
961.892,,Surface,5,Image 1,1,15,
1211.22,,Surface,5,Image 1,1,16,
2674.71,,Surface,5,Image 1,1,17,
3450.23,,Surface,5,Image 1,1,18,
2317.65,,Surface,5,Image 1,1,19,
