
Area
 ==================== 
Area,Unit,Category,Time,ID,
1247.85,um^2,Surface,1,0,
831.91,um^2,Surface,1,1,
1057.89,um^2,Surface,1,2,
14966.3,um^2,Surface,1,3,
2286.5,um^2,Surface,1,4,
1713.32,um^2,Surface,1,5,
1738.51,um^2,Surface,1,6,
2135.5,um^2,Surface,1,7,
1344.23,um^2,Surface,1,8,
1668.42,um^2,Surface,1,9,
1621.81,um^2,Surface,1,10,
2852.01,um^2,Surface,1,11,
11492.4,um^2,Surface,1,12,
1321.5,um^2,Surface,1,13,
19123.7,um^2,Surface,1,14,
1481.68,um^2,Surface,1,15,
961.51,um^2,Surface,1,16,
1827.56,um^2,Surface,1,17,
927.206,um^2,Surface,1,18,
5841.55,um^2,Surface,1,19,
