
Intensity Mean Ch=4 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
6630.35,,Surface,4,Image 1,1,0,
6116.02,,Surface,4,Image 1,1,1,
6182.79,,Surface,4,Image 1,1,2,
13317.4,,Surface,4,Image 1,1,3,
7503.61,,Surface,4,Image 1,1,4,
8237.01,,Surface,4,Image 1,1,5,
6497.22,,Surface,4,Image 1,1,6,
6854.1,,Surface,4,Image 1,1,7,
8706.24,,Surface,4,Image 1,1,8,
13083.6,,Surface,4,Image 1,1,9,
6662.73,,Surface,4,Image 1,1,10,
9032.48,,Surface,4,Image 1,1,11,
12800.9,,Surface,4,Image 1,1,12,
6023.67,,Surface,4,Image 1,1,13,
12723.7,,Surface,4,Image 1,1,14,
5826.74,,Surface,4,Image 1,1,15,
6844.87,,Surface,4,Image 1,1,16,
6738.13,,Surface,4,Image 1,1,17,
13693.5,,Surface,4,Image 1,1,18,
10916.5,,Surface,4,Image 1,1,19,
