
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
1659,,Surface,4,Image 1,1,0,
1634,,Surface,4,Image 1,1,1,
1604,,Surface,4,Image 1,1,2,
1338,,Surface,4,Image 1,1,3,
1362,,Surface,4,Image 1,1,4,
1427,,Surface,4,Image 1,1,5,
1573,,Surface,4,Image 1,1,6,
1805,,Surface,4,Image 1,1,7,
1391,,Surface,4,Image 1,1,8,
1712,,Surface,4,Image 1,1,9,
1711,,Surface,4,Image 1,1,10,
1271,,Surface,4,Image 1,1,11,
1417,,Surface,4,Image 1,1,12,
1209,,Surface,4,Image 1,1,13,
1322,,Surface,4,Image 1,1,14,
1548,,Surface,4,Image 1,1,15,
1577,,Surface,4,Image 1,1,16,
1713,,Surface,4,Image 1,1,17,
1547,,Surface,4,Image 1,1,18,
1329,,Surface,4,Image 1,1,19,
