
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
10.7087,um,Surface,Image 1,1,0,
4.9462,um,Surface,Image 1,1,1,
28.9196,um,Surface,Image 1,1,2,
0,um,Surface,Image 1,1,3,
57.5083,um,Surface,Image 1,1,4,
8.80093,um,Surface,Image 1,1,5,
47.5686,um,Surface,Image 1,1,6,
126.643,um,Surface,Image 1,1,7,
19.2933,um,Surface,Image 1,1,8,
25.5097,um,Surface,Image 1,1,9,
68.552,um,Surface,Image 1,1,10,
120.189,um,Surface,Image 1,1,11,
122.279,um,Surface,Image 1,1,12,
36.2168,um,Surface,Image 1,1,13,
57.1974,um,Surface,Image 1,1,14,
51.7986,um,Surface,Image 1,1,15,
53.7754,um,Surface,Image 1,1,16,
77.4496,um,Surface,Image 1,1,17,
0,um,Surface,Image 1,1,18,
0,um,Surface,Image 1,1,19,
