
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
22,,Surface,2,Image 1,1,0,
35,,Surface,2,Image 1,1,1,
25,,Surface,2,Image 1,1,2,
10,,Surface,2,Image 1,1,3,
19,,Surface,2,Image 1,1,4,
11,,Surface,2,Image 1,1,5,
32,,Surface,2,Image 1,1,6,
36,,Surface,2,Image 1,1,7,
7,,Surface,2,Image 1,1,8,
0,,Surface,2,Image 1,1,9,
23,,Surface,2,Image 1,1,10,
27,,Surface,2,Image 1,1,11,
5,,Surface,2,Image 1,1,12,
9,,Surface,2,Image 1,1,13,
6,,Surface,2,Image 1,1,14,
29,,Surface,2,Image 1,1,15,
14,,Surface,2,Image 1,1,16,
37,,Surface,2,Image 1,1,17,
15,,Surface,2,Image 1,1,18,
16,,Surface,2,Image 1,1,19,
