
Intensity StdDev Ch=3 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
1457.05,,Surface,3,Image 1,1,0,
1570.52,,Surface,3,Image 1,1,1,
2968.81,,Surface,3,Image 1,1,2,
2647.97,,Surface,3,Image 1,1,3,
3946.92,,Surface,3,Image 1,1,4,
3906.54,,Surface,3,Image 1,1,5,
2172.31,,Surface,3,Image 1,1,6,
1476.25,,Surface,3,Image 1,1,7,
3022.04,,Surface,3,Image 1,1,8,
5179.46,,Surface,3,Image 1,1,9,
1325.38,,Surface,3,Image 1,1,10,
3116.42,,Surface,3,Image 1,1,11,
2854.34,,Surface,3,Image 1,1,12,
3037.62,,Surface,3,Image 1,1,13,
2620.35,,Surface,3,Image 1,1,14,
1301.63,,Surface,3,Image 1,1,15,
1774.88,,Surface,3,Image 1,1,16,
3200.7,,Surface,3,Image 1,1,17,
3643.98,,Surface,3,Image 1,1,18,
2303.47,,Surface,3,Image 1,1,19,
