
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,ID,
0.827286,,Surface,1,0,
0.585568,,Surface,1,1,
0.655586,,Surface,1,2,
0.587566,,Surface,1,3,
0.582264,,Surface,1,4,
0.351844,,Surface,1,5,
0.391065,,Surface,1,6,
0.315314,,Surface,1,7,
0.616162,,Surface,1,8,
0.664377,,Surface,1,9,
0.358111,,Surface,1,10,
0.348644,,Surface,1,11,
0.36675,,Surface,1,12,
0.372587,,Surface,1,13,
0.697882,,Surface,1,14,
0.217578,,Surface,1,15,
0.623682,,Surface,1,16,
0.128612,,Surface,1,17,
0.575157,,Surface,1,18,
0.711191,,Surface,1,19,
