
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
2373,,Surface,4,Image 1,1,0,
2911,,Surface,4,Image 1,1,1,
2798,,Surface,4,Image 1,1,2,
2958,,Surface,4,Image 1,1,3,
2465,,Surface,4,Image 1,1,4,
2524,,Surface,4,Image 1,1,5,
2776,,Surface,4,Image 1,1,6,
3327,,Surface,4,Image 1,1,7,
2116,,Surface,4,Image 1,1,8,
3120,,Surface,4,Image 1,1,9,
2794,,Surface,4,Image 1,1,10,
600,,Surface,4,Image 1,1,11,
2756,,Surface,4,Image 1,1,12,
2656,,Surface,4,Image 1,1,13,
2663,,Surface,4,Image 1,1,14,
3686,,Surface,4,Image 1,1,15,
