
Intensity Sum Ch=5 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
2.28524e+08,,Surface,5,Image 1,1,0,
4.21272e+08,,Surface,5,Image 1,1,1,
1.32475e+08,,Surface,5,Image 1,1,2,
8.58559e+07,,Surface,5,Image 1,1,3,
1.47671e+08,,Surface,5,Image 1,1,4,
3.29073e+08,,Surface,5,Image 1,1,5,
5.03333e+08,,Surface,5,Image 1,1,6,
7.00397e+07,,Surface,5,Image 1,1,7,
1.8753e+09,,Surface,5,Image 1,1,8,
8.15398e+07,,Surface,5,Image 1,1,9,
1.06387e+08,,Surface,5,Image 1,1,10,
1.11888e+09,,Surface,5,Image 1,1,11,
1.12626e+08,,Surface,5,Image 1,1,12,
3.67972e+08,,Surface,5,Image 1,1,13,
8.42892e+07,,Surface,5,Image 1,1,14,
1.89666e+07,,Surface,5,Image 1,1,15,
