
Intensity Max Ch=4 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
56620,,Surface,4,Image 1,1,0,
59061,,Surface,4,Image 1,1,1,
51082,,Surface,4,Image 1,1,2,
58465,,Surface,4,Image 1,1,3,
65535,,Surface,4,Image 1,1,4,
65535,,Surface,4,Image 1,1,5,
65535,,Surface,4,Image 1,1,6,
35916,,Surface,4,Image 1,1,7,
65535,,Surface,4,Image 1,1,8,
41258,,Surface,4,Image 1,1,9,
56322,,Surface,4,Image 1,1,10,
65535,,Surface,4,Image 1,1,11,
39817,,Surface,4,Image 1,1,12,
55325,,Surface,4,Image 1,1,13,
30436,,Surface,4,Image 1,1,14,
50262,,Surface,4,Image 1,1,15,
