
Intensity Sum Ch=7 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
2.55431e+06,,Surface,7,Image 1,1,0,
2.52913e+07,,Surface,7,Image 1,1,1,
186737,,Surface,7,Image 1,1,2,
2.27626e+06,,Surface,7,Image 1,1,3,
2.89402e+07,,Surface,7,Image 1,1,4,
1.19791e+07,,Surface,7,Image 1,1,5,
3.3431e+07,,Surface,7,Image 1,1,6,
4.88153e+06,,Surface,7,Image 1,1,7,
4.43952e+08,,Surface,7,Image 1,1,8,
0,,Surface,7,Image 1,1,9,
1.66884e+06,,Surface,7,Image 1,1,10,
2.64541e+07,,Surface,7,Image 1,1,11,
277953,,Surface,7,Image 1,1,12,
1.31632e+07,,Surface,7,Image 1,1,13,
4.51374e+07,,Surface,7,Image 1,1,14,
0,,Surface,7,Image 1,1,15,
