
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
39,,Surface,2,Image 1,1,0,
13,,Surface,2,Image 1,1,1,
40,,Surface,2,Image 1,1,2,
76,,Surface,2,Image 1,1,3,
60,,Surface,2,Image 1,1,4,
41,,Surface,2,Image 1,1,5,
52,,Surface,2,Image 1,1,6,
9,,Surface,2,Image 1,1,7,
22,,Surface,2,Image 1,1,8,
37,,Surface,2,Image 1,1,9,
47,,Surface,2,Image 1,1,10,
7,,Surface,2,Image 1,1,11,
0,,Surface,2,Image 1,1,12,
24,,Surface,2,Image 1,1,13,
36,,Surface,2,Image 1,1,14,
25,,Surface,2,Image 1,1,15,
