
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
437.627,um,Surface,Distance from Origin,1,0,
441.058,um,Surface,Distance from Origin,1,1,
352.365,um,Surface,Distance from Origin,1,2,
332.752,um,Surface,Distance from Origin,1,3,
306.994,um,Surface,Distance from Origin,1,4,
299.538,um,Surface,Distance from Origin,1,5,
269.828,um,Surface,Distance from Origin,1,6,
251.013,um,Surface,Distance from Origin,1,7,
261.517,um,Surface,Distance from Origin,1,8,
187.612,um,Surface,Distance from Origin,1,9,
212.361,um,Surface,Distance from Origin,1,10,
232.035,um,Surface,Distance from Origin,1,11,
197.407,um,Surface,Distance from Origin,1,12,
175.411,um,Surface,Distance from Origin,1,13,
137.326,um,Surface,Distance from Origin,1,14,
44.0649,um,Surface,Distance from Origin,1,15,
