
Intensity Mean Ch=7 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
127.73,,Surface,7,Image 1,1,0,
103.757,,Surface,7,Image 1,1,1,
0,,Surface,7,Image 1,1,2,
0,,Surface,7,Image 1,1,3,
0.70007,,Surface,7,Image 1,1,4,
0,,Surface,7,Image 1,1,5,
18.1948,,Surface,7,Image 1,1,6,
2.35829,,Surface,7,Image 1,1,7,
24.7854,,Surface,7,Image 1,1,8,
0,,Surface,7,Image 1,1,9,
0,,Surface,7,Image 1,1,10,
36.8443,,Surface,7,Image 1,1,11,
0,,Surface,7,Image 1,1,12,
103.762,,Surface,7,Image 1,1,13,
0,,Surface,7,Image 1,1,14,
