
Intensity Sum Ch=1 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
1.30024e+09,,Surface,1,Image 1,1,0,
1.53551e+09,,Surface,1,Image 1,1,1,
2.80974e+08,,Surface,1,Image 1,1,2,
2.86851e+08,,Surface,1,Image 1,1,3,
1.48213e+08,,Surface,1,Image 1,1,4,
1.45601e+08,,Surface,1,Image 1,1,5,
8.59592e+08,,Surface,1,Image 1,1,6,
4.91737e+08,,Surface,1,Image 1,1,7,
4.5034e+08,,Surface,1,Image 1,1,8,
8.19566e+07,,Surface,1,Image 1,1,9,
1.12753e+08,,Surface,1,Image 1,1,10,
1.2514e+09,,Surface,1,Image 1,1,11,
1.86522e+08,,Surface,1,Image 1,1,12,
5.71972e+09,,Surface,1,Image 1,1,13,
1.18578e+08,,Surface,1,Image 1,1,14,
