
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
47,,Surface,2,Image 1,1,0,
34,,Surface,2,Image 1,1,1,
48,,Surface,2,Image 1,1,2,
2,,Surface,2,Image 1,1,3,
26,,Surface,2,Image 1,1,4,
122,,Surface,2,Image 1,1,5,
16,,Surface,2,Image 1,1,6,
58,,Surface,2,Image 1,1,7,
7,,Surface,2,Image 1,1,8,
127,,Surface,2,Image 1,1,9,
27,,Surface,2,Image 1,1,10,
20,,Surface,2,Image 1,1,11,
72,,Surface,2,Image 1,1,12,
9,,Surface,2,Image 1,1,13,
18,,Surface,2,Image 1,1,14,
