
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
421.942,um,Surface,Distance from Origin,1,0,
392.719,um,Surface,Distance from Origin,1,1,
360.094,um,Surface,Distance from Origin,1,2,
310.093,um,Surface,Distance from Origin,1,3,
270.906,um,Surface,Distance from Origin,1,4,
287.352,um,Surface,Distance from Origin,1,5,
343.353,um,Surface,Distance from Origin,1,6,
287.351,um,Surface,Distance from Origin,1,7,
258.627,um,Surface,Distance from Origin,1,8,
208.487,um,Surface,Distance from Origin,1,9,
258.933,um,Surface,Distance from Origin,1,10,
274.578,um,Surface,Distance from Origin,1,11,
195.398,um,Surface,Distance from Origin,1,12,
234.636,um,Surface,Distance from Origin,1,13,
72.0507,um,Surface,Distance from Origin,1,14,
