
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
544,,Surface,3,Image 1,1,0,
615,,Surface,3,Image 1,1,1,
506,,Surface,3,Image 1,1,2,
360,,Surface,3,Image 1,1,3,
492,,Surface,3,Image 1,1,4,
917,,Surface,3,Image 1,1,5,
592,,Surface,3,Image 1,1,6,
852,,Surface,3,Image 1,1,7,
620,,Surface,3,Image 1,1,8,
889,,Surface,3,Image 1,1,9,
580,,Surface,3,Image 1,1,10,
865,,Surface,3,Image 1,1,11,
1052,,Surface,3,Image 1,1,12,
312,,Surface,3,Image 1,1,13,
992,,Surface,3,Image 1,1,14,
