
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
10.8526,um,Surface,Image 1,1,0,
0,um,Surface,Image 1,1,1,
40.382,um,Surface,Image 1,1,2,
51.8702,um,Surface,Image 1,1,3,
89.1613,um,Surface,Image 1,1,4,
58.1306,um,Surface,Image 1,1,5,
0,um,Surface,Image 1,1,6,
49.7719,um,Surface,Image 1,1,7,
108.798,um,Surface,Image 1,1,8,
93.4077,um,Surface,Image 1,1,9,
15.3994,um,Surface,Image 1,1,10,
0,um,Surface,Image 1,1,11,
64.7016,um,Surface,Image 1,1,12,
42.7486,um,Surface,Image 1,1,13,
24.1343,um,Surface,Image 1,1,14,
