
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
279.277,316.116,10.5221,um,Surface,Position,1,0,
194.309,341.089,11.4213,um,Surface,Position,1,1,
298.066,201.543,14.2922,um,Surface,Position,1,2,
287.096,115.655,18.8956,um,Surface,Position,1,3,
97.9656,251.856,19.0136,um,Surface,Position,1,4,
271.859,92.5408,9.99704,um,Surface,Position,1,5,
342.093,25.2059,15.1029,um,Surface,Position,1,6,
62.1152,280.276,12.5648,um,Surface,Position,1,7,
144.983,213.94,9.86068,um,Surface,Position,1,8,
108.427,177.833,9.2768,um,Surface,Position,1,9,
256.826,26.7932,19.2063,um,Surface,Position,1,10,
14.9368,273.848,13.3044,um,Surface,Position,1,11,
76.527,179.366,12.3342,um,Surface,Position,1,12,
203.88,115.427,12.7831,um,Surface,Position,1,13,
62.0496,34.4924,12.306,um,Surface,Position,1,14,
