
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
3033,,Surface,4,Image 1,1,0,
3171,,Surface,4,Image 1,1,1,
4158,,Surface,4,Image 1,1,2,
3257,,Surface,4,Image 1,1,3,
3648,,Surface,4,Image 1,1,4,
4235,,Surface,4,Image 1,1,5,
3535,,Surface,4,Image 1,1,6,
4090,,Surface,4,Image 1,1,7,
3218,,Surface,4,Image 1,1,8,
3972,,Surface,4,Image 1,1,9,
4157,,Surface,4,Image 1,1,10,
3050,,Surface,4,Image 1,1,11,
2986,,Surface,4,Image 1,1,12,
3022,,Surface,4,Image 1,1,13,
4105,,Surface,4,Image 1,1,14,
