
Intensity Mean Ch=8 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
35.6742,,Surface,8,Image 1,1,0,
580.249,,Surface,8,Image 1,1,1,
132.385,,Surface,8,Image 1,1,2,
0,,Surface,8,Image 1,1,3,
0,,Surface,8,Image 1,1,4,
6.28141,,Surface,8,Image 1,1,5,
42.748,,Surface,8,Image 1,1,6,
117.302,,Surface,8,Image 1,1,7,
124.582,,Surface,8,Image 1,1,8,
0,,Surface,8,Image 1,1,9,
0,,Surface,8,Image 1,1,10,
25.1191,,Surface,8,Image 1,1,11,
0,,Surface,8,Image 1,1,12,
360.607,,Surface,8,Image 1,1,13,
0,,Surface,8,Image 1,1,14,
