
Intensity StdDev Ch=6 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
648.685,,Surface,6,Image 1,1,0,
371.653,,Surface,6,Image 1,1,1,
682.656,,Surface,6,Image 1,1,2,
796.505,,Surface,6,Image 1,1,3,
616.321,,Surface,6,Image 1,1,4,
757.276,,Surface,6,Image 1,1,5,
459.053,,Surface,6,Image 1,1,6,
483.3,,Surface,6,Image 1,1,7,
1083.68,,Surface,6,Image 1,1,8,
707.435,,Surface,6,Image 1,1,9,
760.893,,Surface,6,Image 1,1,10,
819.092,,Surface,6,Image 1,1,11,
675.863,,Surface,6,Image 1,1,12,
865.979,,Surface,6,Image 1,1,13,
357.574,,Surface,6,Image 1,1,14,
725.89,,Surface,6,Image 1,1,15,
563.125,,Surface,6,Image 1,1,16,
796.49,,Surface,6,Image 1,1,17,
646.213,,Surface,6,Image 1,1,18,
333.355,,Surface,6,Image 1,1,19,
875.194,,Surface,6,Image 1,1,20,
