
Area
 ==================== 
Area,Unit,Category,Time,ID,
1183.84,um^2,Surface,1,0,
1444.92,um^2,Surface,1,1,
857.072,um^2,Surface,1,2,
8179.98,um^2,Surface,1,3,
1187.33,um^2,Surface,1,4,
5906.42,um^2,Surface,1,5,
1061.7,um^2,Surface,1,6,
927.249,um^2,Surface,1,7,
1263.19,um^2,Surface,1,8,
2935.7,um^2,Surface,1,9,
4870.66,um^2,Surface,1,10,
1015.64,um^2,Surface,1,11,
1359.76,um^2,Surface,1,12,
1036.07,um^2,Surface,1,13,
783.731,um^2,Surface,1,14,
958.656,um^2,Surface,1,15,
1362.6,um^2,Surface,1,16,
2952.96,um^2,Surface,1,17,
6226.3,um^2,Surface,1,18,
773.708,um^2,Surface,1,19,
24423,um^2,Surface,1,20,
