
Intensity Mean Ch=2 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
1109.04,,Surface,2,Image 1,1,0,
973.032,,Surface,2,Image 1,1,1,
1428.71,,Surface,2,Image 1,1,2,
1276.86,,Surface,2,Image 1,1,3,
960.392,,Surface,2,Image 1,1,4,
1375.19,,Surface,2,Image 1,1,5,
1109.95,,Surface,2,Image 1,1,6,
1144.48,,Surface,2,Image 1,1,7,
1402.9,,Surface,2,Image 1,1,8,
1399.58,,Surface,2,Image 1,1,9,
1240.63,,Surface,2,Image 1,1,10,
1250.9,,Surface,2,Image 1,1,11,
1110.65,,Surface,2,Image 1,1,12,
1483.96,,Surface,2,Image 1,1,13,
1326.86,,Surface,2,Image 1,1,14,
1132.5,,Surface,2,Image 1,1,15,
1305.55,,Surface,2,Image 1,1,16,
1213.67,,Surface,2,Image 1,1,17,
1090.22,,Surface,2,Image 1,1,18,
1223.85,,Surface,2,Image 1,1,19,
1346.93,,Surface,2,Image 1,1,20,
