
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
2666,,Surface,4,Image 1,1,0,
2195,,Surface,4,Image 1,1,1,
2553,,Surface,4,Image 1,1,2,
1543,,Surface,4,Image 1,1,3,
2355,,Surface,4,Image 1,1,4,
1594,,Surface,4,Image 1,1,5,
1754,,Surface,4,Image 1,1,6,
2271,,Surface,4,Image 1,1,7,
2292,,Surface,4,Image 1,1,8,
2680,,Surface,4,Image 1,1,9,
2259,,Surface,4,Image 1,1,10,
2455,,Surface,4,Image 1,1,11,
583,,Surface,4,Image 1,1,12,
2579,,Surface,4,Image 1,1,13,
2460,,Surface,4,Image 1,1,14,
1971,,Surface,4,Image 1,1,15,
2647,,Surface,4,Image 1,1,16,
2437,,Surface,4,Image 1,1,17,
1762,,Surface,4,Image 1,1,18,
2396,,Surface,4,Image 1,1,19,
1551,,Surface,4,Image 1,1,20,
