
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
464,,Surface,3,Image 1,1,0,
191,,Surface,3,Image 1,1,1,
459,,Surface,3,Image 1,1,2,
292,,Surface,3,Image 1,1,3,
355,,Surface,3,Image 1,1,4,
253,,Surface,3,Image 1,1,5,
189,,Surface,3,Image 1,1,6,
448,,Surface,3,Image 1,1,7,
427,,Surface,3,Image 1,1,8,
333,,Surface,3,Image 1,1,9,
355,,Surface,3,Image 1,1,10,
495,,Surface,3,Image 1,1,11,
247,,Surface,3,Image 1,1,12,
421,,Surface,3,Image 1,1,13,
280,,Surface,3,Image 1,1,14,
349,,Surface,3,Image 1,1,15,
388,,Surface,3,Image 1,1,16,
336,,Surface,3,Image 1,1,17,
246,,Surface,3,Image 1,1,18,
470,,Surface,3,Image 1,1,19,
202,,Surface,3,Image 1,1,20,
