
Intensity Sum Ch=3 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
2.35293e+08,,Surface,3,Image 1,1,0,
1.26421e+08,,Surface,3,Image 1,1,1,
1.50481e+08,,Surface,3,Image 1,1,2,
3.49358e+09,,Surface,3,Image 1,1,3,
3.42434e+08,,Surface,3,Image 1,1,4,
1.01838e+09,,Surface,3,Image 1,1,5,
1.22276e+08,,Surface,3,Image 1,1,6,
8.92097e+07,,Surface,3,Image 1,1,7,
4.01492e+08,,Surface,3,Image 1,1,8,
4.41443e+08,,Surface,3,Image 1,1,9,
1.51983e+09,,Surface,3,Image 1,1,10,
2.99675e+08,,Surface,3,Image 1,1,11,
2.77237e+08,,Surface,3,Image 1,1,12,
3.67476e+08,,Surface,3,Image 1,1,13,
8.934e+07,,Surface,3,Image 1,1,14,
3.00511e+08,,Surface,3,Image 1,1,15,
1.74008e+08,,Surface,3,Image 1,1,16,
8.31949e+08,,Surface,3,Image 1,1,17,
1.26903e+09,,Surface,3,Image 1,1,18,
9.09459e+07,,Surface,3,Image 1,1,19,
9.21462e+09,,Surface,3,Image 1,1,20,
