
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.365971,,Surface,1,0,
0.228811,,Surface,1,1,
0.269731,,Surface,1,2,
0.213147,,Surface,1,3,
0.306588,,Surface,1,4,
0.0735994,,Surface,1,5,
0.26744,,Surface,1,6,
0.690038,,Surface,1,7,
0.22459,,Surface,1,8,
0.0821996,,Surface,1,9,
0.171568,,Surface,1,10,
0.327121,,Surface,1,11,
0.519008,,Surface,1,12,
0.16863,,Surface,1,13,
0.300687,,Surface,1,14,
0.470538,,Surface,1,15,
0.300888,,Surface,1,16,
0.187988,,Surface,1,17,
0.127892,,Surface,1,18,
0.350334,,Surface,1,19,
0.135395,,Surface,1,20,
