
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
80,,Surface,2,Image 1,1,0,
49,,Surface,2,Image 1,1,1,
118,,Surface,2,Image 1,1,2,
12,,Surface,2,Image 1,1,3,
32,,Surface,2,Image 1,1,4,
41,,Surface,2,Image 1,1,5,
57,,Surface,2,Image 1,1,6,
28,,Surface,2,Image 1,1,7,
56,,Surface,2,Image 1,1,8,
20,,Surface,2,Image 1,1,9,
20,,Surface,2,Image 1,1,10,
49,,Surface,2,Image 1,1,11,
36,,Surface,2,Image 1,1,12,
84,,Surface,2,Image 1,1,13,
54,,Surface,2,Image 1,1,14,
32,,Surface,2,Image 1,1,15,
64,,Surface,2,Image 1,1,16,
48,,Surface,2,Image 1,1,17,
19,,Surface,2,Image 1,1,18,
63,,Surface,2,Image 1,1,19,
9,,Surface,2,Image 1,1,20,
