
Intensity Sum Ch=5 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
6.77041e+07,,Surface,5,Image 1,1,0,
1.07188e+07,,Surface,5,Image 1,1,1,
2.39467e+07,,Surface,5,Image 1,1,2,
1.53403e+09,,Surface,5,Image 1,1,3,
1.38157e+08,,Surface,5,Image 1,1,4,
2.95183e+08,,Surface,5,Image 1,1,5,
1.61527e+07,,Surface,5,Image 1,1,6,
1.12669e+07,,Surface,5,Image 1,1,7,
1.68356e+08,,Surface,5,Image 1,1,8,
8.59964e+07,,Surface,5,Image 1,1,9,
5.56116e+08,,Surface,5,Image 1,1,10,
6.88482e+07,,Surface,5,Image 1,1,11,
5.71155e+07,,Surface,5,Image 1,1,12,
7.48956e+07,,Surface,5,Image 1,1,13,
5.09808e+06,,Surface,5,Image 1,1,14,
1.10862e+08,,Surface,5,Image 1,1,15,
6.39076e+07,,Surface,5,Image 1,1,16,
3.2215e+08,,Surface,5,Image 1,1,17,
4.23947e+08,,Surface,5,Image 1,1,18,
6.72035e+06,,Surface,5,Image 1,1,19,
5.2748e+09,,Surface,5,Image 1,1,20,
