
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,ID,
0.398565,,Surface,1,0,
0.408219,,Surface,1,1,
0.543441,,Surface,1,2,
0.556215,,Surface,1,3,
0.551817,,Surface,1,4,
0.437165,,Surface,1,5,
0.268755,,Surface,1,6,
0.191931,,Surface,1,7,
0.62931,,Surface,1,8,
0.564866,,Surface,1,9,
0.470658,,Surface,1,10,
0.520574,,Surface,1,11,
0.303703,,Surface,1,12,
0.71334,,Surface,1,13,
0.535316,,Surface,1,14,
0.384459,,Surface,1,15,
0.53943,,Surface,1,16,
0.696959,,Surface,1,17,
0.54827,,Surface,1,18,
0.479673,,Surface,1,19,
0.329977,,Surface,1,20,
