
Intensity Max Ch=3 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
25348,,Surface,3,Image 1,1,0,
30232,,Surface,3,Image 1,1,1,
21940,,Surface,3,Image 1,1,2,
36934,,Surface,3,Image 1,1,3,
19476,,Surface,3,Image 1,1,4,
43035,,Surface,3,Image 1,1,5,
18150,,Surface,3,Image 1,1,6,
16645,,Surface,3,Image 1,1,7,
36656,,Surface,3,Image 1,1,8,
18853,,Surface,3,Image 1,1,9,
16908,,Surface,3,Image 1,1,10,
55152,,Surface,3,Image 1,1,11,
33667,,Surface,3,Image 1,1,12,
34885,,Surface,3,Image 1,1,13,
21110,,Surface,3,Image 1,1,14,
13477,,Surface,3,Image 1,1,15,
33690,,Surface,3,Image 1,1,16,
50441,,Surface,3,Image 1,1,17,
19633,,Surface,3,Image 1,1,18,
25775,,Surface,3,Image 1,1,19,
20923,,Surface,3,Image 1,1,20,
