
Area
 ==================== 
Area,Unit,Category,Time,ID,
16007.1,um^2,Surface,1,0,
4991.43,um^2,Surface,1,1,
1618.8,um^2,Surface,1,2,
5639.31,um^2,Surface,1,3,
1713.3,um^2,Surface,1,4,
4628.19,um^2,Surface,1,5,
997.812,um^2,Surface,1,6,
984.947,um^2,Surface,1,7,
4408.96,um^2,Surface,1,8,
1149.69,um^2,Surface,1,9,
2002.79,um^2,Surface,1,10,
2031.46,um^2,Surface,1,11,
4989.52,um^2,Surface,1,12,
1239.39,um^2,Surface,1,13,
1678.62,um^2,Surface,1,14,
1814.62,um^2,Surface,1,15,
8537.36,um^2,Surface,1,16,
22308.7,um^2,Surface,1,17,
1721.2,um^2,Surface,1,18,
1234.67,um^2,Surface,1,19,
1292.17,um^2,Surface,1,20,
