
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
909,,Surface,4,Image 1,1,0,
1020,,Surface,4,Image 1,1,1,
784,,Surface,4,Image 1,1,2,
850,,Surface,4,Image 1,1,3,
1053,,Surface,4,Image 1,1,4,
1064,,Surface,4,Image 1,1,5,
1008,,Surface,4,Image 1,1,6,
869,,Surface,4,Image 1,1,7,
1072,,Surface,4,Image 1,1,8,
1246,,Surface,4,Image 1,1,9,
1087,,Surface,4,Image 1,1,10,
1277,,Surface,4,Image 1,1,11,
642,,Surface,4,Image 1,1,12,
1163,,Surface,4,Image 1,1,13,
1178,,Surface,4,Image 1,1,14,
719,,Surface,4,Image 1,1,15,
806,,Surface,4,Image 1,1,16,
907,,Surface,4,Image 1,1,17,
1225,,Surface,4,Image 1,1,18,
1475,,Surface,4,Image 1,1,19,
1350,,Surface,4,Image 1,1,20,
