
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
333.848,302.478,13.8773,um,Surface,Position,1,0,
260.533,314.062,10.6944,um,Surface,Position,1,1,
316.589,196.289,20.3565,um,Surface,Position,1,2,
219.759,307.508,11.0313,um,Surface,Position,1,3,
274.577,207.93,19.3903,um,Surface,Position,1,4,
175.744,322.815,12.3676,um,Surface,Position,1,5,
290.939,171.706,8.87914,um,Surface,Position,1,6,
342.27,111.437,8.28326,um,Surface,Position,1,7,
184.303,285.236,11.7332,um,Surface,Position,1,8,
298.874,121.334,8.56279,um,Surface,Position,1,9,
185.402,238.23,9.01634,um,Surface,Position,1,10,
133.533,235.04,9.99212,um,Surface,Position,1,11,
104.793,276.634,11.6977,um,Surface,Position,1,12,
38.1871,303.716,12.9013,um,Surface,Position,1,13,
130.443,194.365,12.0445,um,Surface,Position,1,14,
255.439,42.5726,10.4376,um,Surface,Position,1,15,
46.3554,262.79,13.8655,um,Surface,Position,1,16,
197.547,150.979,13.261,um,Surface,Position,1,17,
234.83,22.8138,11.7536,um,Surface,Position,1,18,
184.827,3.31451,9.52665,um,Surface,Position,1,19,
57.3899,71.6005,9.52653,um,Surface,Position,1,20,
