
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
0,um,Surface,Image 1,1,0,
7.3822,um,Surface,Image 1,1,1,
26.1758,um,Surface,Image 1,1,2,
0.988556,um,Surface,Image 1,1,3,
66.8927,um,Surface,Image 1,1,4,
4.67111,um,Surface,Image 1,1,5,
51.394,um,Surface,Image 1,1,6,
0.14917,um,Surface,Image 1,1,7,
40.2654,um,Surface,Image 1,1,8,
44.2355,um,Surface,Image 1,1,9,
96.8517,um,Surface,Image 1,1,10,
97.7983,um,Surface,Image 1,1,11,
45.1559,um,Surface,Image 1,1,12,
23.5132,um,Surface,Image 1,1,13,
117.409,um,Surface,Image 1,1,14,
26.6903,um,Surface,Image 1,1,15,
16.5761,um,Surface,Image 1,1,16,
99.1025,um,Surface,Image 1,1,17,
10.5568,um,Surface,Image 1,1,18,
0,um,Surface,Image 1,1,19,
44.5287,um,Surface,Image 1,1,20,
