
Sphericity
 ==================== 
Sphericity,Unit,Category,Time,ID,
0.325529,,Surface,1,0,
0.344557,,Surface,1,1,
0.419506,,Surface,1,2,
0.281696,,Surface,1,3,
0.605814,,Surface,1,4,
0.338226,,Surface,1,5,
0.529666,,Surface,1,6,
0.542886,,Surface,1,7,
0.409242,,Surface,1,8,
0.433807,,Surface,1,9,
0.41839,,Surface,1,10,
0.43999,,Surface,1,11,
0.346496,,Surface,1,12,
0.481417,,Surface,1,13,
0.539958,,Surface,1,14,
0.546954,,Surface,1,15,
0.38813,,Surface,1,16,
0.275039,,Surface,1,17,
0.574508,,Surface,1,18,
0.440836,,Surface,1,19,
0.587429,,Surface,1,20,
