
Area
 ==================== 
Area,Unit,Category,Time,ID,
2468.9,um^2,Surface,1,0,
1202.72,um^2,Surface,1,1,
1809.4,um^2,Surface,1,2,
3173.05,um^2,Surface,1,3,
1827.12,um^2,Surface,1,4,
1010,um^2,Surface,1,5,
12720,um^2,Surface,1,6,
15384.1,um^2,Surface,1,7,
4914.53,um^2,Surface,1,8,
1223.48,um^2,Surface,1,9,
2203.71,um^2,Surface,1,10,
4212.93,um^2,Surface,1,11,
4025.53,um^2,Surface,1,12,
3512.29,um^2,Surface,1,13,
2854.72,um^2,Surface,1,14,
1201.47,um^2,Surface,1,15,
1223,um^2,Surface,1,16,
10938.2,um^2,Surface,1,17,
7271.27,um^2,Surface,1,18,
1134.69,um^2,Surface,1,19,
10279.4,um^2,Surface,1,20,
