
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
33,,Surface,2,Image 1,1,0,
58,,Surface,2,Image 1,1,1,
39,,Surface,2,Image 1,1,2,
60,,Surface,2,Image 1,1,3,
0,,Surface,2,Image 1,1,4,
27,,Surface,2,Image 1,1,5,
15,,Surface,2,Image 1,1,6,
0,,Surface,2,Image 1,1,7,
7,,Surface,2,Image 1,1,8,
24,,Surface,2,Image 1,1,9,
53,,Surface,2,Image 1,1,10,
12,,Surface,2,Image 1,1,11,
37,,Surface,2,Image 1,1,12,
7,,Surface,2,Image 1,1,13,
1,,Surface,2,Image 1,1,14,
188,,Surface,2,Image 1,1,15,
34,,Surface,2,Image 1,1,16,
1,,Surface,2,Image 1,1,17,
0,,Surface,2,Image 1,1,18,
22,,Surface,2,Image 1,1,19,
0,,Surface,2,Image 1,1,20,
