
Intensity Sum Ch=8 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
23503,,Surface,8,Image 1,1,0,
496443,,Surface,8,Image 1,1,1,
7.1333e+06,,Surface,8,Image 1,1,2,
1.79901e+07,,Surface,8,Image 1,1,3,
0,,Surface,8,Image 1,1,4,
1.72586e+06,,Surface,8,Image 1,1,5,
7.53657e+07,,Surface,8,Image 1,1,6,
5.78931e+07,,Surface,8,Image 1,1,7,
2.27562e+06,,Surface,8,Image 1,1,8,
0,,Surface,8,Image 1,1,9,
9.38137e+06,,Surface,8,Image 1,1,10,
3.35616e+07,,Surface,8,Image 1,1,11,
2.53752e+06,,Surface,8,Image 1,1,12,
5.02795e+06,,Surface,8,Image 1,1,13,
2.78744e+07,,Surface,8,Image 1,1,14,
6.05065e+07,,Surface,8,Image 1,1,15,
0,,Surface,8,Image 1,1,16,
0,,Surface,8,Image 1,1,17,
9.82935e+06,,Surface,8,Image 1,1,18,
9.84478e+06,,Surface,8,Image 1,1,19,
1.73919e+06,,Surface,8,Image 1,1,20,
