
Intensity Mean Ch=4 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
8841.77,,Surface,4,Image 1,1,0,
4031.5,,Surface,4,Image 1,1,1,
7666.44,,Surface,4,Image 1,1,2,
4902.57,,Surface,4,Image 1,1,3,
9645.63,,Surface,4,Image 1,1,4,
4091.63,,Surface,4,Image 1,1,5,
6073.47,,Surface,4,Image 1,1,6,
10107.6,,Surface,4,Image 1,1,7,
9922.62,,Surface,4,Image 1,1,8,
7530.72,,Surface,4,Image 1,1,9,
4034.97,,Surface,4,Image 1,1,10,
10332.4,,Surface,4,Image 1,1,11,
6558.57,,Surface,4,Image 1,1,12,
7744.95,,Surface,4,Image 1,1,13,
8073.46,,Surface,4,Image 1,1,14,
3922.98,,Surface,4,Image 1,1,15,
6016.24,,Surface,4,Image 1,1,16,
9103.97,,Surface,4,Image 1,1,17,
9341.98,,Surface,4,Image 1,1,18,
4061.21,,Surface,4,Image 1,1,19,
7347.89,,Surface,4,Image 1,1,20,
