
Intensity Mean Ch=3 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
3840.45,,Surface,3,Image 1,1,0,
2171.13,,Surface,3,Image 1,1,1,
3764.09,,Surface,3,Image 1,1,2,
3910.29,,Surface,3,Image 1,1,3,
5137.08,,Surface,3,Image 1,1,4,
2031.79,,Surface,3,Image 1,1,5,
2868.93,,Surface,3,Image 1,1,6,
3138.69,,Surface,3,Image 1,1,7,
4376.73,,Surface,3,Image 1,1,8,
3952.84,,Surface,3,Image 1,1,9,
2194.66,,Surface,3,Image 1,1,10,
4254.72,,Surface,3,Image 1,1,11,
4081.06,,Surface,3,Image 1,1,12,
2515.41,,Surface,3,Image 1,1,13,
3759.96,,Surface,3,Image 1,1,14,
3284.98,,Surface,3,Image 1,1,15,
4251.24,,Surface,3,Image 1,1,16,
3268.61,,Surface,3,Image 1,1,17,
3351.49,,Surface,3,Image 1,1,18,
3962.75,,Surface,3,Image 1,1,19,
2961,,Surface,3,Image 1,1,20,
