
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
58.3289,um,Surface,Image 1,1,0,
51.1858,um,Surface,Image 1,1,1,
9.00302,um,Surface,Image 1,1,2,
37.2808,um,Surface,Image 1,1,3,
14.5106,um,Surface,Image 1,1,4,
44.8855,um,Surface,Image 1,1,5,
71.3839,um,Surface,Image 1,1,6,
62.9136,um,Surface,Image 1,1,7,
27.3524,um,Surface,Image 1,1,8,
19.5501,um,Surface,Image 1,1,9,
99.0336,um,Surface,Image 1,1,10,
0,um,Surface,Image 1,1,11,
75.3066,um,Surface,Image 1,1,12,
31.9179,um,Surface,Image 1,1,13,
49.6463,um,Surface,Image 1,1,14,
113.547,um,Surface,Image 1,1,15,
118.766,um,Surface,Image 1,1,16,
33.971,um,Surface,Image 1,1,17,
76.1528,um,Surface,Image 1,1,18,
57.2253,um,Surface,Image 1,1,19,
47.8014,um,Surface,Image 1,1,20,
