
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
387.106,um,Surface,Distance from Origin,1,0,
376.614,um,Surface,Distance from Origin,1,1,
376.867,um,Surface,Distance from Origin,1,2,
355.291,um,Surface,Distance from Origin,1,3,
346.288,um,Surface,Distance from Origin,1,4,
329.974,um,Surface,Distance from Origin,1,5,
335.851,um,Surface,Distance from Origin,1,6,
321.013,um,Surface,Distance from Origin,1,7,
317.717,um,Surface,Distance from Origin,1,8,
328.604,um,Surface,Distance from Origin,1,9,
272.07,um,Surface,Distance from Origin,1,10,
340.126,um,Surface,Distance from Origin,1,11,
278.633,um,Surface,Distance from Origin,1,12,
303.925,um,Surface,Distance from Origin,1,13,
276.827,um,Surface,Distance from Origin,1,14,
226.874,um,Surface,Distance from Origin,1,15,
216.87,um,Surface,Distance from Origin,1,16,
242.808,um,Surface,Distance from Origin,1,17,
198.9,um,Surface,Distance from Origin,1,18,
174.133,um,Surface,Distance from Origin,1,19,
138.862,um,Surface,Distance from Origin,1,20,
