
Intensity Median Ch=4 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
14848.2,,Surface,4,Image 1,1,0,
12305,,Surface,4,Image 1,1,1,
11876.9,,Surface,4,Image 1,1,2,
14601.9,,Surface,4,Image 1,1,3,
11357.3,,Surface,4,Image 1,1,4,
11847.9,,Surface,4,Image 1,1,5,
12557.8,,Surface,4,Image 1,1,6,
11585.8,,Surface,4,Image 1,1,7,
17981.9,,Surface,4,Image 1,1,8,
15102.7,,Surface,4,Image 1,1,9,
12374.2,,Surface,4,Image 1,1,10,
12955,,Surface,4,Image 1,1,11,
17899.9,,Surface,4,Image 1,1,12,
15547.4,,Surface,4,Image 1,1,13,
14026.1,,Surface,4,Image 1,1,14,
16243.4,,Surface,4,Image 1,1,15,
13606.8,,Surface,4,Image 1,1,16,
15205,,Surface,4,Image 1,1,17,
13430.7,,Surface,4,Image 1,1,18,
15726.5,,Surface,4,Image 1,1,19,
