
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
440.694,um,Surface,Distance from Origin,1,0,
431.594,um,Surface,Distance from Origin,1,1,
389.34,um,Surface,Distance from Origin,1,2,
375.063,um,Surface,Distance from Origin,1,3,
345.511,um,Surface,Distance from Origin,1,4,
322.589,um,Surface,Distance from Origin,1,5,
335.58,um,Surface,Distance from Origin,1,6,
252.487,um,Surface,Distance from Origin,1,7,
337.368,um,Surface,Distance from Origin,1,8,
245.693,um,Surface,Distance from Origin,1,9,
232.568,um,Surface,Distance from Origin,1,10,
281.34,um,Surface,Distance from Origin,1,11,
261.041,um,Surface,Distance from Origin,1,12,
186.13,um,Surface,Distance from Origin,1,13,
202.677,um,Surface,Distance from Origin,1,14,
206.435,um,Surface,Distance from Origin,1,15,
158.485,um,Surface,Distance from Origin,1,16,
151.668,um,Surface,Distance from Origin,1,17,
120.26,um,Surface,Distance from Origin,1,18,
133.874,um,Surface,Distance from Origin,1,19,
