
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
567,,Surface,3,Image 1,1,0,
762,,Surface,3,Image 1,1,1,
1220,,Surface,3,Image 1,1,2,
272,,Surface,3,Image 1,1,3,
520,,Surface,3,Image 1,1,4,
693,,Surface,3,Image 1,1,5,
951,,Surface,3,Image 1,1,6,
1817,,Surface,3,Image 1,1,7,
206,,Surface,3,Image 1,1,8,
643,,Surface,3,Image 1,1,9,
1839,,Surface,3,Image 1,1,10,
1687,,Surface,3,Image 1,1,11,
918,,Surface,3,Image 1,1,12,
508,,Surface,3,Image 1,1,13,
309,,Surface,3,Image 1,1,14,
862,,Surface,3,Image 1,1,15,
375,,Surface,3,Image 1,1,16,
1603,,Surface,3,Image 1,1,17,
784,,Surface,3,Image 1,1,18,
175,,Surface,3,Image 1,1,19,
