
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,ID,
0.766005,,Surface,1,0,
0.341742,,Surface,1,1,
0.79356,,Surface,1,2,
0.449572,,Surface,1,3,
0.561454,,Surface,1,4,
0.248033,,Surface,1,5,
0.383983,,Surface,1,6,
0.293648,,Surface,1,7,
0.55536,,Surface,1,8,
0.551701,,Surface,1,9,
0.608282,,Surface,1,10,
0.538253,,Surface,1,11,
0.683353,,Surface,1,12,
0.779738,,Surface,1,13,
0.497611,,Surface,1,14,
0.878185,,Surface,1,15,
0.68979,,Surface,1,16,
0.51982,,Surface,1,17,
0.729139,,Surface,1,18,
0.802958,,Surface,1,19,
