
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
128,,Surface,2,Image 1,1,0,
70,,Surface,2,Image 1,1,1,
260,,Surface,2,Image 1,1,2,
24,,Surface,2,Image 1,1,3,
53,,Surface,2,Image 1,1,4,
140,,Surface,2,Image 1,1,5,
203,,Surface,2,Image 1,1,6,
293,,Surface,2,Image 1,1,7,
25,,Surface,2,Image 1,1,8,
65,,Surface,2,Image 1,1,9,
305,,Surface,2,Image 1,1,10,
139,,Surface,2,Image 1,1,11,
129,,Surface,2,Image 1,1,12,
44,,Surface,2,Image 1,1,13,
69,,Surface,2,Image 1,1,14,
73,,Surface,2,Image 1,1,15,
25,,Surface,2,Image 1,1,16,
328,,Surface,2,Image 1,1,17,
98,,Surface,2,Image 1,1,18,
11,,Surface,2,Image 1,1,19,
