
Area
 ==================== 
Area,Unit,Category,Time,ID,
10149.4,um^2,Surface,1,0,
6192.76,um^2,Surface,1,1,
949.578,um^2,Surface,1,2,
6081.71,um^2,Surface,1,3,
19337.4,um^2,Surface,1,4,
2927.85,um^2,Surface,1,5,
1349.22,um^2,Surface,1,6,
1152.97,um^2,Surface,1,7,
7797.23,um^2,Surface,1,8,
4411.29,um^2,Surface,1,9,
1568.29,um^2,Surface,1,10,
987.429,um^2,Surface,1,11,
1087.06,um^2,Surface,1,12,
5581.45,um^2,Surface,1,13,
6639.55,um^2,Surface,1,14,
7160.55,um^2,Surface,1,15,
1488.62,um^2,Surface,1,16,
937.116,um^2,Surface,1,17,
2555.94,um^2,Surface,1,18,
4902.89,um^2,Surface,1,19,
