
Intensity Sum Ch=1 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
3.94373e+09,,Surface,1,Image 1,1,0,
1.4086e+09,,Surface,1,Image 1,1,1,
2.3527e+08,,Surface,1,Image 1,1,2,
2.20094e+09,,Surface,1,Image 1,1,3,
3.58306e+09,,Surface,1,Image 1,1,4,
5.32018e+08,,Surface,1,Image 1,1,5,
2.56128e+08,,Surface,1,Image 1,1,6,
1.78532e+08,,Surface,1,Image 1,1,7,
2.19524e+09,,Surface,1,Image 1,1,8,
2.00916e+09,,Surface,1,Image 1,1,9,
2.41283e+08,,Surface,1,Image 1,1,10,
2.23261e+08,,Surface,1,Image 1,1,11,
2.68089e+08,,Surface,1,Image 1,1,12,
2.85985e+09,,Surface,1,Image 1,1,13,
1.56866e+09,,Surface,1,Image 1,1,14,
2.98761e+09,,Surface,1,Image 1,1,15,
1.64942e+08,,Surface,1,Image 1,1,16,
3.38196e+08,,Surface,1,Image 1,1,17,
5.27008e+08,,Surface,1,Image 1,1,18,
1.3231e+09,,Surface,1,Image 1,1,19,
