
Intensity Sum Ch=4 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
1.49901e+10,,Surface,4,Image 1,1,0,
3.4142e+09,,Surface,4,Image 1,1,1,
4.71749e+08,,Surface,4,Image 1,1,2,
7.38853e+09,,Surface,4,Image 1,1,3,
8.10959e+09,,Surface,4,Image 1,1,4,
1.22393e+09,,Surface,4,Image 1,1,5,
6.26425e+08,,Surface,4,Image 1,1,6,
4.39978e+08,,Surface,4,Image 1,1,7,
1.46594e+10,,Surface,4,Image 1,1,8,
6.30665e+09,,Surface,4,Image 1,1,9,
9.58991e+08,,Surface,4,Image 1,1,10,
5.53795e+08,,Surface,4,Image 1,1,11,
1.67061e+09,,Surface,4,Image 1,1,12,
7.66104e+09,,Surface,4,Image 1,1,13,
5.67401e+09,,Surface,4,Image 1,1,14,
1.16109e+10,,Surface,4,Image 1,1,15,
1.02122e+09,,Surface,4,Image 1,1,16,
7.43079e+08,,Surface,4,Image 1,1,17,
1.88882e+09,,Surface,4,Image 1,1,18,
6.75367e+09,,Surface,4,Image 1,1,19,
