
Intensity Mean Ch=7 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
8076.99,,Surface,7,Image 1,1,0,
4376.67,,Surface,7,Image 1,1,1,
2206.48,,Surface,7,Image 1,1,2,
7856.4,,Surface,7,Image 1,1,3,
3708.78,,Surface,7,Image 1,1,4,
1730.74,,Surface,7,Image 1,1,5,
2719.15,,Surface,7,Image 1,1,6,
4256.84,,Surface,7,Image 1,1,7,
7144.76,,Surface,7,Image 1,1,8,
12319.5,,Surface,7,Image 1,1,9,
1852.24,,Surface,7,Image 1,1,10,
3902.66,,Surface,7,Image 1,1,11,
11460,,Surface,7,Image 1,1,12,
12383,,Surface,7,Image 1,1,13,
4771.98,,Surface,7,Image 1,1,14,
11455.7,,Surface,7,Image 1,1,15,
4648.85,,Surface,7,Image 1,1,16,
17378.2,,Surface,7,Image 1,1,17,
7302.9,,Surface,7,Image 1,1,18,
7583.89,,Surface,7,Image 1,1,19,
