
Sphericity
 ==================== 
Sphericity,Unit,Category,Time,ID,
0.581573,,Surface,1,0,
0.419851,,Surface,1,1,
0.408896,,Surface,1,2,
0.680964,,Surface,1,3,
0.310433,,Surface,1,4,
0.607734,,Surface,1,5,
0.462022,,Surface,1,6,
0.344945,,Surface,1,7,
0.610434,,Surface,1,8,
0.339017,,Surface,1,9,
0.27661,,Surface,1,10,
0.321406,,Surface,1,11,
0.432393,,Surface,1,12,
0.67821,,Surface,1,13,
0.649886,,Surface,1,14,
0.614855,,Surface,1,15,
0.401659,,Surface,1,16,
0.730886,,Surface,1,17,
0.545244,,Surface,1,18,
0.445755,,Surface,1,19,
