
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,ID,
0.282723,,Surface,1,0,
0.311236,,Surface,1,1,
0.747364,,Surface,1,2,
0.699958,,Surface,1,3,
0.548884,,Surface,1,4,
0.428945,,Surface,1,5,
0.67144,,Surface,1,6,
0.483536,,Surface,1,7,
0.593584,,Surface,1,8,
0.50788,,Surface,1,9,
0.732349,,Surface,1,10,
0.352617,,Surface,1,11,
0.573694,,Surface,1,12,
0.525252,,Surface,1,13,
0.496981,,Surface,1,14,
0.429936,,Surface,1,15,
0.484549,,Surface,1,16,
0.357776,,Surface,1,17,
0.330003,,Surface,1,18,
0.530288,,Surface,1,19,
